fate,count,library,sample
low quality barcode,3838264,Lib-2,2022-03-14_thaw-3_antibody_COV2-2130_19.95_1
unparseable barcode,624108,Lib-2,2022-03-14_thaw-3_antibody_COV2-2130_19.95_1
failed chastity filter,0,Lib-2,2022-03-14_thaw-3_antibody_COV2-2130_19.95_1
valid barcode,17264087,Lib-2,2022-03-14_thaw-3_antibody_COV2-2130_19.95_1
invalid barcode,3880922,Lib-2,2022-03-14_thaw-3_antibody_COV2-2130_19.95_1
