fate,count,library,sample
low quality barcode,3633041,Lib-2,2022-03-14_thaw-3_antibody_2130-1-0114-112_43.94_1
unparseable barcode,574050,Lib-2,2022-03-14_thaw-3_antibody_2130-1-0114-112_43.94_1
failed chastity filter,0,Lib-2,2022-03-14_thaw-3_antibody_2130-1-0114-112_43.94_1
valid barcode,16405866,Lib-2,2022-03-14_thaw-3_antibody_2130-1-0114-112_43.94_1
invalid barcode,3598812,Lib-2,2022-03-14_thaw-3_antibody_2130-1-0114-112_43.94_1
